[GIN] 2026/03/25 - 01:20:14 | 204 |       6.793µs |             ::1 | OPTIONS  "/api/coordinator/users/pending?status=pending"
[GIN] 2026/03/25 - 01:20:14 | 200 |     848.352µs |             ::1 | GET      "/api/coordinator/users/pending?status=pending"
[GIN] 2026/03/25 - 01:20:14 | 200 |       481.7µs |             ::1 | GET      "/api/coordinator/users/pending?status=pending"
[GIN] 2026/03/25 - 01:20:19 | 204 |       8.927µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:20:19 | 200 |     573.514µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:20:24 | 200 |    1.051646ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:20:31 | 204 |       16.02µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:20:31 | 204 |      13.005µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:20:31 | 200 |    2.132278ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:20:31 | 200 |    6.891706ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:20:49 | 204 |      14.057µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:20:49 | 200 |    2.386417ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:20:54 | 200 |    1.047488ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:21:19 | 204 |       6.022µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:21:19 | 200 |     702.678µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:21:24 | 200 |     708.208µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:21:26 | 204 |      10.179µs |             ::1 | OPTIONS  "/api/coordinator/users/pending?status=active"
[GIN] 2026/03/25 - 01:21:26 | 200 |    1.375177ms |             ::1 | GET      "/api/coordinator/users/pending?status=active"
[GIN] 2026/03/25 - 01:21:31 | 204 |       7.664µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:21:31 | 204 |       6.312µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:21:31 | 200 |     882.297µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:21:31 | 200 |    1.086532ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:21:33 | 204 |       6.261µs |             ::1 | OPTIONS  "/api/coordinator/users/pending?status=pending"
[GIN] 2026/03/25 - 01:21:33 | 200 |     695.063µs |             ::1 | GET      "/api/coordinator/users/pending?status=pending"
[GIN] 2026/03/25 - 01:21:49 | 204 |       9.819µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:21:49 | 200 |      587.61µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:21:54 | 200 |     807.535µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:22:05 | 204 |       6.612µs |             ::1 | OPTIONS  "/api/coordinator/users/pending?status=rejected"
[GIN] 2026/03/25 - 01:22:05 | 200 |     488.352µs |             ::1 | GET      "/api/coordinator/users/pending?status=rejected"
[GIN] 2026/03/25 - 01:22:15 | 204 |       3.757µs |             ::1 | OPTIONS  "/api/me"
[GIN] 2026/03/25 - 01:22:15 | 204 |      10.851µs |             ::1 | OPTIONS  "/api/me"
[GIN] 2026/03/25 - 01:22:15 | 200 |     767.299µs |             ::1 | GET      "/api/me"
[GIN] 2026/03/25 - 01:22:15 | 200 |     552.373µs |             ::1 | GET      "/api/me"
[GIN] 2026/03/25 - 01:22:24 | 204 |       6.352µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:22:24 | 200 |     958.591µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:22:31 | 204 |       9.648µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:22:31 | 204 |       5.059µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:22:31 | 200 |     631.864µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:22:31 | 200 |     638.557µs |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:22:40 | 204 |       7.043µs |             ::1 | OPTIONS  "/api/auth/login"
[GIN] 2026/03/25 - 01:22:40 | 200 |   55.160318ms |             ::1 | POST     "/api/auth/login"
[GIN] 2026/03/25 - 01:22:40 | 204 |      23.555µs |             ::1 | OPTIONS  "/api/coordinator/users/pending"
[GIN] 2026/03/25 - 01:22:40 | 204 |      10.219µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:22:40 | 204 |       10.59µs |             ::1 | OPTIONS  "/api/coordinator/students"
[GIN] 2026/03/25 - 01:22:40 | 204 |      39.484µs |             ::1 | OPTIONS  "/api/coordinator/users/pending"
[GIN] 2026/03/25 - 01:22:40 | 204 |       15.79µs |             ::1 | OPTIONS  "/api/notifications/"
[GIN] 2026/03/25 - 01:22:40 | 204 |       6.683µs |             ::1 | OPTIONS  "/api/coordinator/students"
[GIN] 2026/03/25 - 01:22:40 | 200 |    1.465037ms |             ::1 | GET      "/api/coordinator/users/pending"
[GIN] 2026/03/25 - 01:22:40 | 200 |    4.886079ms |             ::1 | GET      "/api/notifications/"
[GIN] 2026/03/25 - 01:22:40 | 200 |    1.433718ms |             ::1 | GET      "/api/notifications/"

